Time,Time Code,Country Name,Country Code,Exports of goods and services (annual % growth) [NE.EXP.GNFS.KD.ZG]
1963,YR1963,Norway,NOR,..
1963,YR1963,Poland,POL,..
1963,YR1963,Portugal,PRT,..
1963,YR1963,Romania,ROU,..
1963,YR1963,San Marino,SMR,..
1963,YR1963,Slovak Republic,SVK,..
1963,YR1963,Slovenia,SVN,..
1963,YR1963,Spain,ESP,..
1963,YR1963,Sweden,SWE,7.29970513686344
1963,YR1963,Switzerland,CHE,..
1963,YR1963,United Kingdom,GBR,..
1963,YR1963,United States,USA,..
1964,YR1964,Andorra,AND,..
1964,YR1964,Austria,AUT,..
1964,YR1964,Belgium,BEL,..
1964,YR1964,Bermuda,BMU,..
1964,YR1964,Canada,CAN,13.5803184136967
1964,YR1964,Channel Islands,CHI,..
1964,YR1964,Croatia,HRV,..
1964,YR1964,Cyprus,CYP,..
1964,YR1964,Czech Republic,CZE,..
1964,YR1964,Denmark,DNK,..
1964,YR1964,Estonia,EST,..
1964,YR1964,Faroe Islands,FRO,..
1964,YR1964,Finland,FIN,..
1964,YR1964,France,FRA,8.28685494036709
1964,YR1964,Germany,DEU,..
1964,YR1964,Gibraltar,GIB,..
1964,YR1964,Greece,GRC,-6.40438474319986
1964,YR1964,Greenland,GRL,..
1964,YR1964,Hungary,HUN,..
1964,YR1964,Iceland,ISL,..
1964,YR1964,Ireland,IRL,..
1964,YR1964,Isle of Man,IMN,..
1964,YR1964,Italy,ITA,..
1964,YR1964,Latvia,LVA,..
1964,YR1964,Liechtenstein,LIE,..
1964,YR1964,Lithuania,LTU,..
1964,YR1964,Luxembourg,LUX,..
1964,YR1964,Monaco,MCO,..
1964,YR1964,Netherlands,NLD,..
1964,YR1964,Norway,NOR,..
1964,YR1964,Poland,POL,..
1964,YR1964,Portugal,PRT,..
1964,YR1964,Romania,ROU,..
1964,YR1964,San Marino,SMR,..
1964,YR1964,Slovak Republic,SVK,..
1964,YR1964,Slovenia,SVN,..
1964,YR1964,Spain,ESP,..
1964,YR1964,Sweden,SWE,11.9996396725266
1964,YR1964,Switzerland,CHE,..
1964,YR1964,United Kingdom,GBR,..
1964,YR1964,United States,USA,..
1965,YR1965,Andorra,AND,..
1965,YR1965,Austria,AUT,..
1965,YR1965,Belgium,BEL,..
1965,YR1965,Bermuda,BMU,..
1965,YR1965,Canada,CAN,4.50367794189034
1965,YR1965,Channel Islands,CHI,..
1965,YR1965,Croatia,HRV,..
1965,YR1965,Cyprus,CYP,..
1965,YR1965,Czech Republic,CZE,..
1965,YR1965,Denmark,DNK,..
1965,YR1965,Estonia,EST,..
1965,YR1965,Faroe Islands,FRO,..
1965,YR1965,Finland,FIN,..
1965,YR1965,France,FRA,10.8061704946337
1965,YR1965,Germany,DEU,..
1965,YR1965,Gibraltar,GIB,..
1965,YR1965,Greece,GRC,16.1585863920189
1965,YR1965,Greenland,GRL,..
1965,YR1965,Hungary,HUN,..
1965,YR1965,Iceland,ISL,..
1965,YR1965,Ireland,IRL,..
1965,YR1965,Isle of Man,IMN,..
1965,YR1965,Italy,ITA,..
1965,YR1965,Latvia,LVA,..
1965,YR1965,Liechtenstein,LIE,..
1965,YR1965,Lithuania,LTU,..
1965,YR1965,Luxembourg,LUX,..
1965,YR1965,Monaco,MCO,..
1965,YR1965,Netherlands,NLD,..
1965,YR1965,Norway,NOR,..
1965,YR1965,Poland,POL,..
1965,YR1965,Portugal,PRT,..
1965,YR1965,Romania,ROU,..
1965,YR1965,San Marino,SMR,..
1965,YR1965,Slovak Republic,SVK,..
1965,YR1965,Slovenia,SVN,..
1965,YR1965,Spain,ESP,..
1965,YR1965,Sweden,SWE,5.60031636530289
1965,YR1965,Switzerland,CHE,..
1965,YR1965,United Kingdom,GBR,..
1965,YR1965,United States,USA,..
1966,YR1966,Andorra,AND,..
1966,YR1966,Austria,AUT,..
1966,YR1966,Belgium,BEL,..
1966,YR1966,Bermuda,BMU,..
1966,YR1966,Canada,CAN,13.130344273113
1966,YR1966,Channel Islands,CHI,..
1966,YR1966,Croatia,HRV,..
1966,YR1966,Cyprus,CYP,..
1966,YR1966,Czech Republic,CZE,..
1966,YR1966,Denmark,DNK,..
1966,YR1966,Estonia,EST,..
1966,YR1966,Faroe Islands,FRO,..
1966,YR1966,Finland,FIN,..
1966,YR1966,France,FRA,6.91320903501416
1966,YR1966,Germany,DEU,..
1966,YR1966,Gibraltar,GIB,..
1966,YR1966,Greece,GRC,31.1196738613472
1966,YR1966,Greenland,GRL,..
1966,YR1966,Hungary,HUN,..
1966,YR1966,Iceland,ISL,..
1966,YR1966,Ireland,IRL,..
1966,YR1966,Isle of Man,IMN,..
1966,YR1966,Italy,ITA,..
1966,YR1966,Latvia,LVA,..
1966,YR1966,Liechtenstein,LIE,..
1966,YR1966,Lithuania,LTU,..
1966,YR1966,Luxembourg,LUX,..
1966,YR1966,Monaco,MCO,..
1966,YR1966,Netherlands,NLD,..
1966,YR1966,Norway,NOR,..
1966,YR1966,Poland,POL,..
1966,YR1966,Portugal,PRT,..
1966,YR1966,Romania,ROU,..
1966,YR1966,San Marino,SMR,..
1966,YR1966,Slovak Republic,SVK,..
1966,YR1966,Slovenia,SVN,..
1966,YR1966,Spain,ESP,..
1966,YR1966,Sweden,SWE,4.9002494699337
1966,YR1966,Switzerland,CHE,..
1966,YR1966,United Kingdom,GBR,..
1966,YR1966,United States,USA,..
1967,YR1967,Andorra,AND,..
1967,YR1967,Austria,AUT,..
1967,YR1967,Belgium,BEL,..
1967,YR1967,Bermuda,BMU,..
1967,YR1967,Canada,CAN,10.7327097038379
1967,YR1967,Channel Islands,CHI,..
1967,YR1967,Croatia,HRV,..
1967,YR1967,Cyprus,CYP,..
1967,YR1967,Czech Republic,CZE,..
1967,YR1967,Denmark,DNK,3.71219714822458
1967,YR1967,Estonia,EST,..
1967,YR1967,Faroe Islands,FRO,..
1967,YR1967,Finland,FIN,..
1967,YR1967,France,FRA,7.47213405178837
1967,YR1967,Germany,DEU,..
1967,YR1967,Gibraltar,GIB,..
1967,YR1967,Greece,GRC,3.01742290046438
1967,YR1967,Greenland,GRL,..
1967,YR1967,Hungary,HUN,..
1967,YR1967,Iceland,ISL,..
1967,YR1967,Ireland,IRL,..
1967,YR1967,Isle of Man,IMN,..
1967,YR1967,Italy,ITA,..
1967,YR1967,Latvia,LVA,..
1967,YR1967,Liechtenstein,LIE,..
1967,YR1967,Lithuania,LTU,..
1967,YR1967,Luxembourg,LUX,..
1967,YR1967,Monaco,MCO,..
1967,YR1967,Netherlands,NLD,..
1967,YR1967,Norway,NOR,..
1967,YR1967,Poland,POL,..
1967,YR1967,Portugal,PRT,..
1967,YR1967,Romania,ROU,..
1967,YR1967,San Marino,SMR,..
1967,YR1967,Slovak Republic,SVK,..
1967,YR1967,Slovenia,SVN,..
1967,YR1967,Spain,ESP,..
1967,YR1967,Sweden,SWE,5.49971864076933
1967,YR1967,Switzerland,CHE,..
1967,YR1967,United Kingdom,GBR,..
1967,YR1967,United States,USA,..
1968,YR1968,Andorra,AND,..
1968,YR1968,Austria,AUT,..
1968,YR1968,Belgium,BEL,..
1968,YR1968,Bermuda,BMU,..
1968,YR1968,Canada,CAN,12.2943162347159
1968,YR1968,Channel Islands,CHI,..
1968,YR1968,Croatia,HRV,..
1968,YR1968,Cyprus,CYP,..
1968,YR1968,Czech Republic,CZE,..
1968,YR1968,Denmark,DNK,9.801492273828
1968,YR1968,Estonia,EST,..
1968,YR1968,Faroe Islands,FRO,..
1968,YR1968,Finland,FIN,..
1968,YR1968,France,FRA,10.4745471924723
1968,YR1968,Germany,DEU,..
1968,YR1968,Gibraltar,GIB,..
1968,YR1968,Greece,GRC,-1.85741856038102
1968,YR1968,Greenland,GRL,..
1968,YR1968,Hungary,HUN,..
1968,YR1968,Iceland,ISL,..
1968,YR1968,Ireland,IRL,..
1968,YR1968,Isle of Man,IMN,..
1968,YR1968,Italy,ITA,..
1968,YR1968,Latvia,LVA,..
1968,YR1968,Liechtenstein,LIE,..
1968,YR1968,Lithuania,LTU,..
1968,YR1968,Luxembourg,LUX,..
1968,YR1968,Monaco,MCO,..
1968,YR1968,Netherlands,NLD,..
1968,YR1968,Norway,NOR,..
1968,YR1968,Poland,POL,..
1968,YR1968,Portugal,PRT,..
1968,YR1968,Romania,ROU,..
1968,YR1968,San Marino,SMR,..
1968,YR1968,Slovak Republic,SVK,..
1968,YR1968,Slovenia,SVN,..
1968,YR1968,Spain,ESP,..
1968,YR1968,Sweden,SWE,7.60014225081215
1968,YR1968,Switzerland,CHE,..
1968,YR1968,United Kingdom,GBR,..
1968,YR1968,United States,USA,..
1969,YR1969,Andorra,AND,..
1969,YR1969,Austria,AUT,..
1969,YR1969,Belgium,BEL,..
1969,YR1969,Bermuda,BMU,..
1969,YR1969,Canada,CAN,7.98876737796306
1969,YR1969,Channel Islands,CHI,..
1969,YR1969,Croatia,HRV,..
1969,YR1969,Cyprus,CYP,..
1969,YR1969,Czech Republic,CZE,..
1969,YR1969,Denmark,DNK,5.9950020329558
1969,YR1969,Estonia,EST,..
1969,YR1969,Faroe Islands,FRO,..
1969,YR1969,Finland,FIN,..
1969,YR1969,France,FRA,15.4822381745014
1969,YR1969,Germany,DEU,..
1969,YR1969,Gibraltar,GIB,..
1969,YR1969,Greece,GRC,9.63136754594314
1969,YR1969,Greenland,GRL,..
1969,YR1969,Hungary,HUN,..
1969,YR1969,Iceland,ISL,..
1969,YR1969,Ireland,IRL,..
1969,YR1969,Isle of Man,IMN,..
1969,YR1969,Italy,ITA,..
1969,YR1969,Latvia,LVA,..
1969,YR1969,Liechtenstein,LIE,..
1969,YR1969,Lithuania,LTU,..
1969,YR1969,Luxembourg,LUX,..
1969,YR1969,Monaco,MCO,..
1969,YR1969,Netherlands,NLD,..
1969,YR1969,Norway,NOR,..
1969,YR1969,Poland,POL,..
1969,YR1969,Portugal,PRT,..
1969,YR1969,Romania,ROU,..
1969,YR1969,San Marino,SMR,..
1969,YR1969,Slovak Republic,SVK,..
1969,YR1969,Slovenia,SVN,..
1969,YR1969,Spain,ESP,..
1969,YR1969,Sweden,SWE,11.4998160714475
1969,YR1969,Switzerland,CHE,..
1969,YR1969,United Kingdom,GBR,..
1969,YR1969,United States,USA,..
1970,YR1970,Andorra,AND,..
1970,YR1970,Austria,AUT,..
1970,YR1970,Belgium,BEL,..
1970,YR1970,Bermuda,BMU,..
1970,YR1970,Canada,CAN,9.17311466727611
1970,YR1970,Channel Islands,CHI,..
1970,YR1970,Croatia,HRV,..
1970,YR1970,Cyprus,CYP,..
1970,YR1970,Czech Republic,CZE,..
1970,YR1970,Denmark,DNK,3.82226888821229
1970,YR1970,Estonia,EST,..
1970,YR1970,Faroe Islands,FRO,..
1970,YR1970,Finland,FIN,..
1970,YR1970,France,FRA,16.1174497977482
1970,YR1970,Germany,DEU,..
1970,YR1970,Gibraltar,GIB,..
1970,YR1970,Greece,GRC,14.552690293872
1970,YR1970,Greenland,GRL,..
1970,YR1970,Hungary,HUN,..
1970,YR1970,Iceland,ISL,..
1970,YR1970,Ireland,IRL,..
1970,YR1970,Isle of Man,IMN,..
1970,YR1970,Italy,ITA,..
1970,YR1970,Latvia,LVA,..
1970,YR1970,Liechtenstein,LIE,..
1970,YR1970,Lithuania,LTU,..
1970,YR1970,Luxembourg,LUX,..
1970,YR1970,Monaco,MCO,..
1970,YR1970,Netherlands,NLD,11.3904121866942
1970,YR1970,Norway,NOR,..
1970,YR1970,Poland,POL,..
1970,YR1970,Portugal,PRT,..
1970,YR1970,Romania,ROU,..
1970,YR1970,San Marino,SMR,..
1970,YR1970,Slovak Republic,SVK,..
1970,YR1970,Slovenia,SVN,..
1970,YR1970,Spain,ESP,..
1970,YR1970,Sweden,SWE,8.83372700550858
1970,YR1970,Switzerland,CHE,..
1970,YR1970,United Kingdom,GBR,..
1970,YR1970,United States,USA,..
1971,YR1971,Andorra,AND,..
1971,YR1971,Austria,AUT,6.40808405492
1971,YR1971,Belgium,BEL,4.50487074870469
1971,YR1971,Bermuda,BMU,..
1971,YR1971,Canada,CAN,4.86673984047718
1971,YR1971,Channel Islands,CHI,..
1971,YR1971,Croatia,HRV,..
1971,YR1971,Cyprus,CYP,..
1971,YR1971,Czech Republic,CZE,..
1971,YR1971,Denmark,DNK,6.33082380585681
1971,YR1971,Estonia,EST,..
1971,YR1971,Faroe Islands,FRO,..
1971,YR1971,Finland,FIN,-1.1555076155596
1971,YR1971,France,FRA,9.65690833701387
1971,YR1971,Germany,DEU,2.35401604004397
1971,YR1971,Gibraltar,GIB,..
1971,YR1971,Greece,GRC,18.4175806697801
1971,YR1971,Greenland,GRL,..
1971,YR1971,Hungary,HUN,..
1971,YR1971,Iceland,ISL,-8.23174818490732
1971,YR1971,Ireland,IRL,4.09856569671392
1971,YR1971,Isle of Man,IMN,..
1971,YR1971,Italy,ITA,7.44222842058082
1971,YR1971,Latvia,LVA,..
1971,YR1971,Liechtenstein,LIE,..
1971,YR1971,Lithuania,LTU,..
1971,YR1971,Luxembourg,LUX,3.87141525145238
1971,YR1971,Monaco,MCO,..
1971,YR1971,Netherlands,NLD,10.6479856964375
1971,YR1971,Norway,NOR,1.55791150266289
1971,YR1971,Poland,POL,..
1971,YR1971,Portugal,PRT,9.88459667958408
1971,YR1971,Romania,ROU,..
1971,YR1971,San Marino,SMR,..
1971,YR1971,Slovak Republic,SVK,..
1971,YR1971,Slovenia,SVN,..
1971,YR1971,Spain,ESP,14.2016090699778
1971,YR1971,Sweden,SWE,4.80001422211365
1971,YR1971,Switzerland,CHE,3.88757966471186
1971,YR1971,United Kingdom,GBR,6.91885266211176
1971,YR1971,United States,USA,1.73312041915474
1972,YR1972,Andorra,AND,..
1972,YR1972,Austria,AUT,10.145097787402
1972,YR1972,Belgium,BEL,11.0564619994047
1972,YR1972,Bermuda,BMU,..
1972,YR1972,Canada,CAN,8.63680584725905
1972,YR1972,Channel Islands,CHI,..
1972,YR1972,Croatia,HRV,..
1972,YR1972,Cyprus,CYP,..
1972,YR1972,Czech Republic,CZE,..
1972,YR1972,Denmark,DNK,5.26231782927596
1972,YR1972,Estonia,EST,..
1972,YR1972,Faroe Islands,FRO,..
1972,YR1972,Finland,FIN,14.4808135639451
1972,YR1972,France,FRA,10.9903923688818
1972,YR1972,Germany,DEU,6.18279882440788
1972,YR1972,Gibraltar,GIB,..
1972,YR1972,Greece,GRC,23.3753941919231
1972,YR1972,Greenland,GRL,..
1972,YR1972,Hungary,HUN,..
1972,YR1972,Iceland,ISL,14.5052270158635
1972,YR1972,Ireland,IRL,3.60171076624979
1972,YR1972,Isle of Man,IMN,..
1972,YR1972,Italy,ITA,8.46801310105745
1972,YR1972,Latvia,LVA,..
1972,YR1972,Liechtenstein,LIE,..
1972,YR1972,Lithuania,LTU,..
1972,YR1972,Luxembourg,LUX,5.28135370861031
1972,YR1972,Monaco,MCO,..
1972,YR1972,Netherlands,NLD,9.88549702502787
1972,YR1972,Norway,NOR,13.5771060932794
1972,YR1972,Poland,POL,..
1972,YR1972,Portugal,PRT,18.5495480364228
1972,YR1972,Romania,ROU,..
1972,YR1972,San Marino,SMR,..
1972,YR1972,Slovak Republic,SVK,..
1972,YR1972,Slovenia,SVN,..
1972,YR1972,Spain,ESP,13.3997079469666
1972,YR1972,Sweden,SWE,5.89994549892292
1972,YR1972,Switzerland,CHE,6.36643400343213
1972,YR1972,United Kingdom,GBR,1.07547853661801
1972,YR1972,United States,USA,7.79457096561546
1973,YR1973,Andorra,AND,..
1973,YR1973,Austria,AUT,5.44072132598097
1973,YR1973,Belgium,BEL,14.1232644321417
1973,YR1973,Bermuda,BMU,..
1973,YR1973,Canada,CAN,10.0882778630366
1973,YR1973,Channel Islands,CHI,..
1973,YR1973,Croatia,HRV,..
1973,YR1973,Cyprus,CYP,..
1973,YR1973,Czech Republic,CZE,..
1973,YR1973,Denmark,DNK,8.35554118361954
1973,YR1973,Estonia,EST,..
1973,YR1973,Faroe Islands,FRO,..
1973,YR1973,Finland,FIN,7.22068238577549
1973,YR1973,France,FRA,12.4406065304273
1973,YR1973,Germany,DEU,10.7173007563979
1973,YR1973,Gibraltar,GIB,..
1973,YR1973,Greece,GRC,29.401304766644
1973,YR1973,Greenland,GRL,..
1973,YR1973,Hungary,HUN,..
1973,YR1973,Iceland,ISL,8.66443323776747
1973,YR1973,Ireland,IRL,10.9165350234663
1973,YR1973,Isle of Man,IMN,..
1973,YR1973,Italy,ITA,5.98970241144667
1973,YR1973,Latvia,LVA,..
1973,YR1973,Liechtenstein,LIE,..
1973,YR1973,Lithuania,LTU,..
1973,YR1973,Luxembourg,LUX,13.8898452557903
1973,YR1973,Monaco,MCO,..
1973,YR1973,Netherlands,NLD,11.6465555646786
1973,YR1973,Norway,NOR,7.74330468348521
1973,YR1973,Poland,POL,..
1973,YR1973,Portugal,PRT,4.17800195229678
1973,YR1973,Romania,ROU,..
1973,YR1973,San Marino,SMR,..
1973,YR1973,Slovak Republic,SVK,..
1973,YR1973,Slovenia,SVN,..
1973,YR1973,Spain,ESP,10.0013873141743
1973,YR1973,Sweden,SWE,13.7000427162765
1973,YR1973,Switzerland,CHE,7.85866578047678
1973,YR1973,United Kingdom,GBR,12.3054104990586
1973,YR1973,United States,USA,18.8187996636444
1974,YR1974,Andorra,AND,..
1974,YR1974,Austria,AUT,10.7110216567676
1974,YR1974,Belgium,BEL,3.70548539462587
1974,YR1974,Bermuda,BMU,..
1974,YR1974,Canada,CAN,-4.51195445496985
1974,YR1974,Channel Islands,CHI,..
1974,YR1974,Croatia,HRV,..
1974,YR1974,Cyprus,CYP,..
1974,YR1974,Czech Republic,CZE,..
1974,YR1974,Denmark,DNK,3.41460685529775
1974,YR1974,Estonia,EST,..
1974,YR1974,Faroe Islands,FRO,..
1974,YR1974,Finland,FIN,0.110747335329791
1974,YR1974,France,FRA,11.5190114020092
1974,YR1974,Germany,DEU,11.7886161251731
1974,YR1974,Gibraltar,GIB,..
1974,YR1974,Greece,GRC,0.11523080695352
1974,YR1974,Greenland,GRL,..
1974,YR1974,Hungary,HUN,..
1974,YR1974,Iceland,ISL,-2.66278908176903
1974,YR1974,Ireland,IRL,0.705347434028681
1974,YR1974,Isle of Man,IMN,..
1974,YR1974,Italy,ITA,7.14511458787526
1974,YR1974,Latvia,LVA,..
1974,YR1974,Liechtenstein,LIE,..
1974,YR1974,Lithuania,LTU,..
1974,YR1974,Luxembourg,LUX,10.7466237536863
1974,YR1974,Monaco,MCO,..
1974,YR1974,Netherlands,NLD,2.85679528587772
1974,YR1974,Norway,NOR,0.806463357800297
1974,YR1974,Poland,POL,..
1974,YR1974,Portugal,PRT,-15.7090112476047
1974,YR1974,Romania,ROU,..
1974,YR1974,San Marino,SMR,..
1974,YR1974,Slovak Republic,SVK,..
1974,YR1974,Slovenia,SVN,..
1974,YR1974,Spain,ESP,-1.00006261096581
1974,YR1974,Sweden,SWE,5.30008083577007
1974,YR1974,Switzerland,CHE,1.03078262126246
1974,YR1974,United Kingdom,GBR,7.31315183991272
1974,YR1974,United States,USA,7.94279369238228
1975,YR1975,Andorra,AND,..
1975,YR1975,Austria,AUT,-2.39919509465213
1975,YR1975,Belgium,BEL,-8.2853917668734
1975,YR1975,Bermuda,BMU,..
1975,YR1975,Canada,CAN,-8.29622836108446
1975,YR1975,Channel Islands,CHI,..
1975,YR1975,Croatia,HRV,..
1975,YR1975,Cyprus,CYP,..
1975,YR1975,Czech Republic,CZE,..
1975,YR1975,Denmark,DNK,-0.724053090388679
1975,YR1975,Estonia,EST,..
1975,YR1975,Faroe Islands,FRO,..
1975,YR1975,Finland,FIN,-13.1402899658286
1975,YR1975,France,FRA,-3.1962952528427
1975,YR1975,Germany,DEU,-6.1363635044365
1975,YR1975,Gibraltar,GIB,..
1975,YR1975,Greece,GRC,10.3200182053548
1975,YR1975,Greenland,GRL,..
1975,YR1975,Hungary,HUN,..
1975,YR1975,Iceland,ISL,2.62147582090819
1975,YR1975,Ireland,IRL,7.55136796084601
1975,YR1975,Isle of Man,IMN,..
1975,YR1975,Italy,ITA,1.68175682111347
1975,YR1975,Latvia,LVA,..
1975,YR1975,Liechtenstein,LIE,..
1975,YR1975,Lithuania,LTU,..
1975,YR1975,Luxembourg,LUX,-15.6667479522667
1975,YR1975,Monaco,MCO,..
1975,YR1975,Netherlands,NLD,-2.96550619582496
1975,YR1975,Norway,NOR,3.75048307695643
1975,YR1975,Poland,POL,..
1975,YR1975,Portugal,PRT,-15.5894358908445
1975,YR1975,Romania,ROU,..
1975,YR1975,San Marino,SMR,..
1975,YR1975,Slovak Republic,SVK,..
1975,YR1975,Slovenia,SVN,..
1975,YR1975,Spain,ESP,-0.401515989969852
1975,YR1975,Sweden,SWE,-9.30001417428004
1975,YR1975,Switzerland,CHE,-6.56883331875646
1975,YR1975,United Kingdom,GBR,-2.96327161458693
1975,YR1975,United States,USA,-0.640347570375582
1976,YR1976,Andorra,AND,..
1976,YR1976,Austria,AUT,11.0594106452711
1976,YR1976,Belgium,BEL,12.867016667704
1976,YR1976,Bermuda,BMU,..
1976,YR1976,Canada,CAN,7.76865432831906
1976,YR1976,Channel Islands,CHI,..
1976,YR1976,Croatia,HRV,..
1976,YR1976,Cyprus,CYP,65.2409803691365
1976,YR1976,Czech Republic,CZE,..
1976,YR1976,Denmark,DNK,3.43078367364409
1976,YR1976,Estonia,EST,..
1976,YR1976,Faroe Islands,FRO,..
1976,YR1976,Finland,FIN,14.3959774718707
1976,YR1976,France,FRA,8.51372281956328
1976,YR1976,Germany,DEU,10.2905572376426
1976,YR1976,Gibraltar,GIB,..
1976,YR1976,Greece,GRC,14.3191106540786
1976,YR1976,Greenland,GRL,..
1976,YR1976,Hungary,HUN,..
